year,imdb,title,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,adult,genres,prod_comps,overview,tagline,perc_women_producers,perc_women_directors
1992,tt0104070,Death Becomes Her,ok,PASS,91319098,97001885.0,247429345.0,False,"Comedy,Fantasy,Horror",Universal Pictures,"Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.",In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,0.0,0.0
1992,tt0104815,El Mariachi,nowomen,FAIL,11622,3388636.0,3390310.0,False,"Action,Crime,Thriller","Columbia Pictures,Los Hooligans Productions","El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor, a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake el Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case.","He didn't come looking for trouble, but trouble came looking for him.",0.0,0.0
1992,tt0104348,Glengarry Glen Ross,nowomen,FAIL,20754340,17807603.0,17807603.0,False,"Crime,Drama,Mystery","Zupnik Cinema Group II,New Line Cinema,GGR","When an office full of Chicago real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. When his coworker Dave Moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.",Lie. Cheat. Steal. All in a day’s work.,0.0,0.0
1992,tt0104412,Hero,notalk,FAIL,69734584,32355474.0,110889898.0,False,"Comedy,Drama",Columbia Pictures,"Bernie Laplante is having a rough time. He's divorced, his ex-wife hates him and has custody of their son, the cops are setting a trap for him, then to top it all, he loses a shoe whilst rescuing passengers of a crashed jet. Being a thief who is down on his luck, Bernie takes advantage of the crash, but then someone else claims credit for the rescue.",We're all heroes if you catch us at the right moment. Even Bernie Laplante.,1.0,0.0
1992,tt0104431,Home Alone 2: Lost in New York,notalk,FAIL,33206945,288212232.0,596056107.0,False,"Comedy,Family,Adventure","20th Century Fox,Hughes Entertainment","Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",Guess who's alone in New York this Christmas!,0.0,0.0
1992,tt0104797,Malcolm X,dubious,FAIL,58112153,79978777.0,79978777.0,False,"Drama,History","40 Acres and a Mule Filmworks,JVC,Warner Bros. Pictures","A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",,0.0,0.0
1992,tt0104952,My Cousin Vinny,notalk,FAIL,18263820,87880798.0,87880798.0,False,"Comedy,Crime","Palo Vista Productions,Peter V. Miller Investment Corp.,20th Century Fox,Dale Launer Production","Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!","Truth, Justice and the Gambini Way.",0.0,0.0
1992,tt0105236,Reservoir Dogs,nowomen,FAIL,1992417,4702152.0,4702152.0,False,"Crime,Thriller","Live Entertainment,Dog Eat Dog Productions","A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",Every dog has his day.,0.0,0.0
1992,tt0104036,The Crying Game,men,FAIL,6641389,103849232.0,103849232.0,False,"Crime,Drama,Thriller","Channel Four Films,Palace Pictures,Nippon Film Development and Finance Inc.,Eurotrustees,British Screen Productions","Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",Play At Your Own Risk.,0.0,0.0
1992,tt0104868,The Mighty Ducks,notalk,FAIL,16603472,84266502.0,84266502.0,False,"Comedy,Family,Drama","Avnet/Kerner Productions,Touchwood Pacific Partners 1","After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",They can't skate. They can't win. They can't be serious.,0.0,0.0
1992,tt0104940,The Muppet Christmas Carol,notalk,FAIL,19924167,45296775.0,45296775.0,False,"Music,Comedy,Family,Fantasy,Drama","Walt Disney Pictures,Jim Henson Productions,The Jim Henson Company","A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",,0.0,0.0
1992,tt0105151,The Player,ok,PASS,13282778,36039665.0,47945352.0,False,"Comedy,Crime,Drama,Mystery","Fine Line Features,Avenue Pictures,Spelling Entertainment,Addis Wechsler Pictures",A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,Everything you've heard is true!,0.0,0.0
1992,tt0105793,Wayne&#39;s World,notalk,FAIL,33206945,202059814.0,304005134.0,False,"Comedy,Music",Paramount,"The adventures of two amiably aimless metal-head friends, Wayne and Garth. From Wayne's basement, the pair broadcast a talk-show called ""Wayne's World"" on local public access television. The show comes to the attention of a sleazy network executive who wants to produce a big-budget version of ""Wayne's World""—and he also wants Wayne's girlfriend, a rock singer named Cassandra. Wayne and Garth have to battle the executive not only to save their show, but also Cassandra.",You'll laugh. You'll cry. You'll hurl.,0.0,1.0
1991,tt0101414,Beauty and the Beast,ok,PASS,34216807,374591278.0,772310338.0,False,"Romance,Family,Animation,Fantasy","Walt Disney Pictures,Silver Screen Partners IV,Walt Disney Feature Animation","Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",The most beautiful love story ever told.,0.5,0.0
1991,tt0101452,Bill &amp; Ted&#39;s Bogus Journey,notalk,FAIL,34216807,64220970.0,64220970.0,False,"Adventure,Comedy,Science Fiction","Orion Pictures,Nelson Entertainment","Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",Once... they made history. Now... they are history.,0.0,0.0
1991,tt0102057,Hook,men,FAIL,119758826,204710301.0,514714575.0,False,"Adventure,Fantasy,Comedy,Family","Amblin Entertainment,TriStar Pictures","The boy who wasn't supposed grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",What if Peter Pan grew up?,0.3333333333333333,0.0
1991,tt0102070,Hudson Hawk,ok,PASS,111204624,29458817.0,29458817.0,False,"Action,Adventure,Comedy","TriStar Pictures,Silver Pictures","Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",Danger is his middle name.,0.0,0.0
1991,tt0102798,Robin Hood: Prince of Thieves,dubious,FAIL,85542018,283133658.0,668083163.0,False,"Action,Adventure,Drama,Romance","Morgan Creek Productions,Warner Bros. Pictures","When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",Sometimes the only way to uphold justice... is to break the law.,0.0,0.0
1991,tt0102943,Slacker,ok,PASS,39349,2100070.0,2100070.0,False,"Comedy,Drama",Detour Filmproduction,"Austin, Texas, is an Eden for the young and unambitious, from the enthusiastically eccentric to the dangerously apathetic. Here, the nobly lazy can eschew responsibility in favor of nursing their esoteric obsessions. The locals include a backseat philosopher who passionately expounds on his dream theories to a seemingly comatose cabbie, a young woman who tries to hawk Madonna's Pap test to anyone who will listen and a kindly old anarchist looking for recruits.",,0.0,0.0
1991,tt0102975,Star Trek VI: The Undiscovered Country,men,FAIL,46192690,128123117.0,165780431.0,False,"Science Fiction,Action,Adventure,Thriller",Paramount,"After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their dealiest encounter.",The battle for peace has begun.,0.0,0.0
1991,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,ok,PASS,42771009,134569251.0,134569251.0,False,"Science Fiction,Adventure,Action,Comedy,Family","Orange Sky Golden Harvest,New Line Cinema,Mirage Studios","The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.","Cowabunga, it's the new turtle movie.",0.3333333333333333,0.0
1991,tt0103064,Terminator 2: Judgement Day,dubious,FAIL,171084037,350481895.0,884189932.0,False,"Action,Thriller,Science Fiction","TriStar Pictures,StudioCanal,Lightstorm Entertainment,Carolco Pictures,Valhalla Motion Pictures","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",It's nothing personal.,0.0,0.0
1991,tt0101272,The Addams Family,ok,PASS,51325211,194184224.0,327629772.0,False,"Comedy,Fantasy","Scott Rudin Productions,Orion Pictures,Paramount","When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",Weird Is Relative,0.0,0.0
1991,tt0102510,The Naked Gun 2 1/2: The Smell of Fear,notalk,FAIL,39349328,148724056.0,148724056.0,False,"Comedy,Crime",Paramount,"Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",If you see only one movie this year...you ought to get out more often,0.0,0.0
1991,tt0102926,The Silence of the Lambs,ok,PASS,34216807,223652543.0,471724395.0,False,"Crime,Drama,Thriller","Orion Pictures,Strong Heart/Demme Production","Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",To enter the mind of a killer she must challenge the mind of a madman.,0.0,0.0
1991,tt0103247,White Fang,notalk,FAIL,23951765,59415931.0,59415931.0,False,"Action,Adventure,Drama,Family","Walt Disney Pictures,Silver Screen Partners IV,Hybrid Productions Inc.",Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,"Where civilization ends, their journey begins.",1.0,0.0
1990,tt0099088,Back to the Future Part III,notalk,FAIL,71319016,156307443.0,434511105.0,False,"Adventure,Comedy,Science Fiction","Universal Pictures,Amblin Entertainment","The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",They've saved the best trip for last... But this time they may have gone too far.,0.0,0.0
1990,tt0099253,Child&#39;s Play 2,ok,PASS,23178680,47970190.0,60918157.0,False,"Horror,Thriller",Universal Pictures,"When Andy’s mother is admitted to a psychiatric hospital, the young boy is placed in foster care, andChucky, determined to claim Andy's soul, is not far behind.",Sorry Jack... Chucky's back!,0.0,0.0
1990,tt0099817,Dark Angel (I Come in Peace),nowomen,FAIL,12480828,7796169.0,7796169.0,False,"Action,Thriller,Science Fiction,Crime,Horror","Trans World Entertainment (TWE),Vision International,Vision PDG,Epic Productions","Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. Whilst involved in an undercover operation to entrap Victor Manning, his partner gets killed, and a sinister newcomer enters the scene...","Jack Caine. Houston cop. Human. What he's up against, isn't.",0.0,0.0
1990,tt0099423,Die Hard 2,dubious,FAIL,124808278,209185588.0,427582507.0,False,"Action,Thriller","Gordon Company,Silver Pictures,20th Century Fox","Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.",Die Harder,0.0,0.0
1990,tt0099487,Edward Scissorhands,ok,PASS,35659508,96239640.0,96239640.0,False,"Fantasy,Drama,Romance",20th Century Fox,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,His scars run deep.,0.5,0.0
1990,tt0099582,Flatliners,ok,PASS,46357360,109310929.0,109310929.0,False,"Drama,Science Fiction,Horror","Stonebridge Entertainment,Columbia Pictures","Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",Some lines shouldn't be crossed,0.0,0.0
1990,tt0099653,Ghost,men,FAIL,39225459,388031265.0,922868068.0,False,"Fantasy,Drama,Thriller,Mystery,Romance",Paramount,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.","Before Sam was murdered, he told Molly he'd love and protect her forever.",0.5,0.0
1990,tt0099685,Goodfellas,men,FAIL,44574385,83343062.0,83343062.0,False,"Drama,Crime",Winkler Films,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",Three Decades of Life in the Mafia.,0.0,0.0
1990,tt0099785,Home Alone,men,FAIL,26744631,509505267.0,849917050.0,False,"Comedy,Family","Hughes Entertainment,20th Century Fox","Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",A family comedy without the family.,0.0,0.0
1990,tt0100263,Nikita,ok,PASS,12480828,8946919.0,8946919.0,False,"Action,Thriller","Gaumont,Cecchi Gori Group Tiger Cinematografica,Les Films du Loup","A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government.",She murders. So she can live.,0.0,0.0
1990,tt0100403,Predator 2,men,FAIL,62404139,50489429.0,97650742.0,False,"Science Fiction,Action,Thriller","Davis Entertainment,Lawrence Gordon Productions,Silver Pictures,20th Century Fox",A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,Silent. Invisible. Invincible. He’s in town with a few days to kill.,0.0,0.0
1990,tt0100405,Pretty Woman,ok,PASS,24961656,318093987.0,771396947.0,False,"Comedy,Romance","Touchstone Pictures,Silver Screen Partners IV","When a millionaire wheeler-dealer enters a business contract with a Hollywood hooker Vivian Ward, he loses his heart in the bargain.","She walked off the street, into his life and stole his heart.",0.0,0.0
1990,tt0099810,The Hunt for Red October,notalk,FAIL,53489262,215222722.0,357486568.0,False,"Action,Adventure,Thriller","Paramount,Mace Neufeld Productions,Nina Saxon Film Design","A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. A lone CIA analyst has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find him, too. The hunt is on!",Invisible. Silent. Stolen.,0.0,0.0
1990,tt0100802,Total Recall,notalk,FAIL,222871925,104977970.0,354127435.0,False,"Action,Adventure,Science Fiction","Carolco Pictures,TriStar Pictures,Ronald Shusett/Gary Goldman","Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.","They stole his mind, now he wants it back.",0.0,0.0
1990,tt0100814,Tremors,ok,PASS,17829754,29717001.0,29717001.0,False,"Horror,Comedy,Action,Science Fiction","No Frills Film Production,Universal Pictures,Wilson-Maddock Production","Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",The monster movie that breaks new ground.,0.0,0.0
1989,tt0096874,Back to the Future Part II,ok,PASS,75183554,222637302.0,624023495.0,False,"Adventure,Comedy,Science Fiction","Universal Pictures,Amblin Entertainment","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.","Roads? Where we're going, we don't need roads!",0.0,0.0
1989,tt0096895,Batman,notalk,FAIL,65785609,472131898.0,773166847.0,False,"Fantasy,Action,Crime","The Guber-Peters Company,Warner Bros. Pictures,PolyGram Filmed Entertainment","Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",Have you ever danced with the devil in the pale moonlight?,0.0,0.0
1989,tt0096928,Bill &amp; Ted&#39;s Excellent Adventure,men,FAIL,18795888,76095227.0,76095227.0,False,"Adventure,Comedy,Science Fiction",Orion Pictures,"Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus' time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation.",History is about to be rewritten by two guys who can't spell.,0.0,0.0
1989,tt0097165,Dead Poets Society,notalk,FAIL,30825257,180177604.0,450161527.0,False,Drama,"Touchstone Pictures,Silver Screen Partners IV,A Steven Haft Production,Witt/Thomas Productions","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",He was their inspiration. He made their lives extraordinary.,0.0,0.0
1989,tt0097499,Henry V,ok,PASS,16916300,19098688.0,19098688.0,False,"War,Drama,History","BBC Film,Renaissance Films,Samuel Goldwyn Company",Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,The great adventure of a king who defied the odds to prove himself a man.,0.0,0.0
1989,tt0097576,Indiana Jones and the Last Crusade,nowomen,FAIL,90220264,370601926.0,891248035.0,False,"Adventure,Action","Paramount,Lucasfilm","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!","The man with the hat is back. And this time, he's bringing his Dad.",0.0,0.0
1989,tt0097742,Licence to Kill,men,FAIL,78942731,65159735.0,293529779.0,False,"Adventure,Action,Thriller","Eon Productions,United Artists,Danjaq","After capturing the notorious drug lord Franz Sanchez, Bond's close friend and former CIA agent Felix Leiter is left for dead and his wife is murdered. Bond goes rogue and seeks vengeance on those responsible, as he infiltrates Sanchez's organization from the inside.",James Bond is out on his own and out for revenge.,0.0,0.0
1989,tt0097815,Major League,notalk,FAIL,20675477,93590469.0,93590469.0,False,Comedy,"Mirage Enterprises,Morgan Creek Productions","When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate—but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",A comedy with bats and balls.,0.0,0.0
1989,tt0098206,Road House,notalk,FAIL,18795888,56481697.0,56481697.0,False,"Action,Thriller","United Artists,Star Partners II Ltd.,Silver Pictures","The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay puts him on the bad side of cutthroat local big shot Brad Wesley.","Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow.",0.0,0.0
1989,tt0098724,"Sex, Lies, and Videotape",men,FAIL,2255507,46504161.0,69059227.0,False,Drama,"Miramax,Outlaw Productions,Virgin",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,,0.0,0.0
1989,tt0098382,Star Trek V: The Final Frontier,notalk,FAIL,56387665,98133425.0,131947137.0,False,"Science Fiction,Action,Adventure,Thriller",Paramount,"The crew of the Federation starship Enterprise is called to Nimbus III, the Planet of Intergalactic Peace. They are to negotiate in a case of kidnapping only to find out that the kidnapper is a relative of Spock. This man is possessed by his life long search for the planet Sha Ka Ree which is supposed to be the source of all life. Together they begin to search for this mysterious planet.",Adventure and imagination will meet at the final frontier.,0.0,0.0
1989,tt0096754,The Abyss,ok,PASS,131571219,101954772.0,101954772.0,False,"Adventure,Action,Thriller,Science Fiction","Lightstorm Entertainment,Pacific Western,20th Century Fox","A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.","There's everything you've ever known about adventure, and then there's The Abyss.",0.5,0.0
1989,tt0098519,Troop Beverly Hills,ok,PASS,33832599,13515193.0,13515193.0,False,"Family,Adventure,Comedy","Weintraub Entertainment Group,Columbia Pictures",A Beverly Hills housewife in the middle of a divorce tries to find focus in her life by taking over her daughter's Wilderness Girls troop.,"When the going gets tough, the tough go shopping!",0.0,0.0
1989,tt0098546,UHF,notalk,FAIL,9397944,11572924.0,11572924.0,False,Comedy,"Cinecorp,Orion Pictures,Metro-Goldwyn-Mayer,Imaginary Entertainment",The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",0.0,0.0
1988,tt0094612,Action Jackson,notalk,FAIL,13787529,39899139.0,39899139.0,False,"Action,Comedy","Silver Pictures,Lorimar Film Entertainment",Vengeance drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,"It's Time For ""Action""",0.0,0.0
1988,tt0094625,Akira,notalk,FAIL,15757176,38576.0,38576.0,False,"Animation,Science Fiction,Action","MBS,Sumitomo Corporation,TOHO,Studio Fuga,Studio Aoi,Kodansha,Bandai Entertainment,Tokyo Movie Shinsha",A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,Neo-Tokyo is about to E.X.P.L.O.D.E.,0.0,0.0
1988,tt0094721,Beetle Juice,ok,PASS,29544705,144427648.0,144427648.0,False,"Fantasy,Comedy","Geffen Pictures,Warner Bros. Pictures","After an untimely death, a newly dead New England couple seek help from a deranged demon exorcist to scare an affluent New York family out of their home.",He's guaranteed to put some life in your afterlife.,0.0,0.0
1988,tt0092675,Bloodsport,notalk,FAIL,2954471,23253887.0,23253887.0,False,"Action,Drama",Cannon Group,"U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive?",The true story of an American ninja.,0.0,0.0
1988,tt0094862,Child&#39;s Play,ok,PASS,17726823,65480292.0,87051866.0,False,Horror,"United Artists,Metro-Goldwyn-Mayer,David Kirschner Productions","A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",,0.0,0.0
1988,tt0094947,Dangerous Liaisons,ok,PASS,27575058,68346751.0,68346751.0,False,"Drama,Romance","Lorimar Film Entertainment,NFH Films,Warner Bros. Pictures","In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",Lust. Seduction. Revenge. The game as you've never seen it played before.,0.5,0.0
1988,tt0095016,Die Hard,ok,PASS,55150116,160231261.0,273996307.0,False,"Action,Thriller","Gordon Company,Silver Pictures,20th Century Fox","NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",Twelve terrorists. One cop. The odds are against John McClane... That's just the way he likes it.,0.0,0.0
1988,tt0095631,Midnight Run,men,FAIL,59089410,75661244.0,160749995.0,False,"Adventure,Comedy,Crime,Action,Thriller","City Light Films,Universal Pictures","An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.",This could be the beginning of a beautiful friendship.,0.0,0.0
1988,tt0095687,My Stepmother Is an Alien,ok,PASS,31514352,27287490.0,27287490.0,False,"Comedy,Science Fiction","Weintraub Entertainment Group,The Catalina Production Group,Columbia Pictures","Trying to rescue her home planet from destruction, a gorgeous extraterrestrial named Celeste arrives on Earth and begins her scientific research. She woos quirky scientist Dr. Steve Mills, a widower with a young daughter. Before long, Celeste finds herself in love with Steve and her new life on Earth, where she experiences true intimacy for the first time. But when she loses sight of her mission, she begins to question where she belongs.",Man's closest encounter.,0.0,0.0
1988,tt0095690,Mystic Pizza,ok,PASS,11817882,25198114.0,25198114.0,False,"Comedy,Drama,Romance","Night Light Films,Samuel Goldwyn Company","Three teenage girls come of age while working at a pizza parlor in Mystic, Connecticut.",A romantic comedy with the works,0.0,0.0
1988,tt0095889,Poltergeist III,ok,PASS,18711647,27799598.0,27799598.0,False,"Horror,Thriller",Metro-Goldwyn-Mayer,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?",He's found her.,0.0,0.0
1988,tt0095953,Rain Man,notalk,FAIL,49241175,340405101.0,813070285.0,False,Drama,"United Artists,Star Partners II Ltd.","When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",A journey through understanding and fellowship.,0.0,0.0
